shape,noise,elements,area,perimeter,aspect_ratio,circularity,compactness,eccentricity,orientation,feret_max,feret_min,feret_mean,malinowska,zwykly11,centralny11,znormalizowany11
triangle,rotate_15,largest,5128,465,0.859504132231405,0.29802450461525654,42.1655616224649,3.3781768625592803,0.9392290405708938,140.12137595670404,1.0,58.55116790159293,0.8317829511791519,68926997,1561238.1269500772,0.05937082934863125
triangle,rotate_30,full,5127,453,0.68,0.3139617762370046,40.02516091281451,3.383705268788518,1.201327464979201,142.35870187663275,1.0,59.07359573327428,0.7846851553317391,74891444,1106279.6309732783,0.042086061092269554
triangle,rotate_30,largest,5127,453,0.68,0.3139617762370046,40.02516091281451,3.383705268788518,1.201327464979201,142.35870187663275,1.0,59.07359573327428,0.7846851553317391,74891444,1106279.6309732783,0.042086061092269554
triangle,rotate_45,full,5137,464,0.5985401459854015,0.2998357881519539,41.91084290441892,3.381405634278612,1.465490322195223,142.04576727238302,1.0,58.67694909015355,0.8262417443189387,81982373,344103.441892155,0.013039768618693619
triangle,rotate_45,largest,5137,464,0.5985401459854015,0.2998357881519539,41.91084290441892,3.381405634278612,1.465490322195223,142.04576727238302,1.0,58.67694909015355,0.8262417443189387,81982373,344103.441892155,0.013039768618693619
triangle,scale_08,full,3284,368,1.1222222222222222,0.3047315180289721,41.23751522533496,3.392365511925975,0.6782016917254902,113.64858116140297,1.0,46.757142143988276,0.8115124052762315,43349967,660261.2417783191,0.061222281153735375
triangle,scale_08,largest,3284,368,1.1222222222222222,0.3047315180289721,41.23751522533496,3.392365511925975,0.6782016917254902,113.64858116140297,1.0,46.757142143988276,0.8115124052762315,43349967,660261.2417783191,0.061222281153735375
triangle,scale_12,full,7394,558,1.126865671641791,0.2984151806970996,42.11035975114958,3.3842055454489826,0.67836085708166,170.0,1.0,70.80932352869158,0.8305835012057565,86916159,3335909.433324317,0.06101763335521291
triangle,scale_12,largest,7394,558,1.126865671641791,0.2984151806970996,42.11035975114958,3.3842055454489826,0.67836085708166,170.0,1.0,70.80932352869158,0.8305835012057565,86916159,3335909.433324317,0.06101763335521291
triangle,translate_small,full,5132,464,1.125,0.29954394876305773,41.95167575993764,3.38998139074338,0.6787470904873583,141.8238343861849,1.0,58.85903836165942,0.8271311622571766,78621356,1608929.5580670303,0.06108910112344435
